Country,ISO3c,Product,Tonnes,Cumulative pressure,Pressure per tonne,Million kcal,Tonnes of protein,Pressure per tonne of protein,Pressure per million kcal
Lesotho,LSO,Whea,7594.685055,1.26917E-05,0.001671124,24867.51526,891.8792132,0.014230243,0.000510371
Lesotho,LSO,Xfru,14254.0225,4.90155E-06,0.000343872,5864.434858,70.71436094,0.06931482,0.00083581
Lesotho,LSO,Xoil,775.69998,5.2638E-07,0.000678587,3327.130229,119.5061417,0.004404626,0.000158208
Lesotho,LSO,Xpul,5627.769256,1.196E-05,0.002125178,19234.03004,1247.840551,0.009584565,0.000621815
Lithuania,LTU,Barl,683339.949,0.00030361,0.000444303,2270321.459,73835.09608,0.004111997,0.00013373
Lithuania,LTU,Maiz,57898.84036,5.07369E-06,8.76303E-05,76260.81704,2401.642819,0.002112593,6.65308E-05
Lithuania,LTU,Ocer,727415.7947,0.000178499,0.000245388,2505854.766,85503.90792,0.002087617,7.12329E-05
Lithuania,LTU,Pota,286531.5855,5.53163E-05,0.000193055,203046.5131,4792.863065,0.011541386,0.000272432
Lithuania,LTU,Spis,5152.172545,1.75824E-05,0.003412622,17632.16464,557.2536211,0.031551908,0.000997178
Lithuania,LTU,Sugb,1025229.04,3.914E-05,3.81768E-05,757319.3323,13381.20734,0.002924997,5.16823E-05
Lithuania,LTU,Vege,355461.5897,1.35822E-05,3.821E-05,103046.3548,4725.478272,0.002874247,0.000131807
Lithuania,LTU,Whea,4341312.767,0.001691498,0.000389628,14214896.43,509820.5635,0.003317831,0.000118995
Lithuania,LTU,Xfru,134115.144,2.35856E-05,0.000175861,55178.07523,665.3466911,0.035448569,0.000427445
Lithuania,LTU,Xmil,10.9000001,4.57003E-09,0.000419268,36.73584377,0.968970508,0.004716372,0.000124402
Lithuania,LTU,Xoil,588119.153,0.000316375,0.000537945,2522559.06,90607.00355,0.003491733,0.000125418
Lithuania,LTU,Xpul,847495.8921,0.000124032,0.000146351,2896487.171,187914.5524,0.000660042,4.28214E-05
Luxembourg,LUX,Barl,36313.66864,1.29394E-05,0.000356324,120648.1508,3923.7033,0.003297757,0.000107249
Luxembourg,LUX,Maiz,544.4464098,4.67743E-07,0.000859116,717.1115654,22.58362693,0.020711586,0.000652259
Luxembourg,LUX,Ocer,35073.03344,9.85657E-06,0.00028103,120822.1332,4122.650957,0.002390833,8.15792E-05
Luxembourg,LUX,Pota,21113.88917,1.36126E-06,6.44723E-05,14962.05582,353.1756522,0.003854345,9.09809E-05
Luxembourg,LUX,Tnut,24.05000067,4.22085E-08,0.001755031,63.06602523,1.59243796,0.026505586,0.000669275
Luxembourg,LUX,Vege,3366.614497,2.5899E-07,7.69288E-05,975.9629793,44.75550698,0.005786768,0.000265368
Luxembourg,LUX,Whea,77277.54824,4.03513E-05,0.000522161,253032.2977,9075.062155,0.004446398,0.000159471
Luxembourg,LUX,Xfru,12496.54813,1.65029E-06,0.000132059,5141.369215,61.99551145,0.026619467,0.000320982
Luxembourg,LUX,Xoil,11596.35569,7.37193E-06,0.000635711,49739.05708,1786.561509,0.00412632,0.000148212
Luxembourg,LUX,Xpul,1553.244528,4.82457E-07,0.000310612,5308.524666,344.3996048,0.001400863,9.08834E-05
Latvia,LVA,Barl,256881.9851,8.38071E-05,0.000326247,853462.0054,27756.17916,0.003019402,9.81966E-05
Latvia,LVA,Maiz,553.2000046,1.48648E-07,0.000268706,728.6412659,22.94672588,0.006477958,0.000204007
Latvia,LVA,Ocer,389755.8742,8.23709E-05,0.00021134,1342659.346,45813.7569,0.001797952,6.13491E-05
Latvia,LVA,Pota,423106.6957,2.52594E-05,5.96998E-05,299828.5132,7077.378402,0.003569032,8.42461E-05
Latvia,LVA,Vege,172596.9688,6.4301E-06,3.7255E-05,50034.90955,2294.490458,0.002802411,0.000128512
Latvia,LVA,Whea,2162673.756,0.000774202,0.000357984,7081310.447,253972.8446,0.003048364,0.00010933
Latvia,LVA,Xfru,12474.05134,4.23481E-06,0.00033949,5132.113514,61.88390462,0.068431522,0.000825159
Latvia,LVA,Xmil,13.30000001,5.49698E-09,0.000413307,44.82446957,1.182321804,0.004649311,0.000122633
Latvia,LVA,Xoil,314687.5889,0.000113387,0.000360316,1349757.144,48481.50132,0.002338767,8.40054E-05
Latvia,LVA,Xpul,213181.4986,2.77093E-05,0.00012998,728590.5235,47268.55465,0.000586211,3.80314E-05
Morocco,MAR,Bana,301295.2496,4.75914E-05,0.000157956,185067.6925,2457.364167,0.019366852,0.000257157
Morocco,MAR,Barl,2771630.962,0.001458163,0.000526103,9208437.557,299475.5958,0.004869056,0.000158351
Morocco,MAR,Maiz,104028.6746,0.000424507,0.004080672,137020.2179,4315.107484,0.098376894,0.003098133
Morocco,MAR,Ocer,49607.15065,0.000167043,0.003367311,170890.3159,5831.060134,0.028647055,0.000977485
Morocco,MAR,Orts,138.4150009,1.2023E-08,8.6862E-05,122.8700653,2.10322473,0.005716459,9.78513E-05
Morocco,MAR,Pota,1823562.446,0.000139821,7.66744E-05,1292241.466,30503.04238,0.004583824,0.0001082
Morocco,MAR,Rice,45076.96145,5.72234E-05,0.001269461,128379.4075,2660.984672,0.021504608,0.000445737
Morocco,MAR,Sorg,5177.636291,1.26213E-05,0.002437653,17866.71534,556.9673294,0.022660724,0.000706413
Morocco,MAR,Soyb,998.6000025,6.3671E-07,0.000637603,3519.100876,364.1231685,0.001748612,0.00018093
Morocco,MAR,Spis,150191.6108,0.000355586,0.002367549,513997.384,16244.56834,0.02188953,0.000691805
Morocco,MAR,Sugb,4208634.326,0.000346142,8.22456E-05,3108846.916,54930.75826,0.006301418,0.000111341
Morocco,MAR,Sugc,644211.017,9.0599E-05,0.000140636,203182.4628,1105.95027,0.08191962,0.0004459
Morocco,MAR,Swpo,20867.05158,1.58064E-06,7.5748E-05,19483.60461,209.341979,0.007550505,8.11266E-05
Morocco,MAR,Tnut,130180.1996,0.000315359,0.002422482,341369.9594,8619.704188,0.036585854,0.000923805
Morocco,MAR,Vege,3703805.141,0.000614797,0.000165991,1073712.688,49238.09274,0.012486201,0.00057259
Morocco,MAR,Whea,8363579.154,0.004242927,0.00050731,27385129.3,982174.0258,0.004319934,0.000154935
Morocco,MAR,Xfru,6467670.271,0.004767973,0.000737201,2660949.286,32086.1827,0.148598941,0.001791832
Morocco,MAR,Xmil,4711.909275,1.98953E-06,0.000422234,15880.36344,418.8716593,0.004749728,0.000125282
Morocco,MAR,Xoil,925384.3816,0.002308086,0.002494191,3969156.154,142566.8685,0.016189496,0.000581505
Morocco,MAR,Xpul,231520.7834,0.000357249,0.001543054,791268.707,51334.90887,0.006959184,0.000451489
Moldova,MDA,Barl,271261.377,8.28934E-05,0.000305585,901235.946,29309.87698,0.002828173,9.19775E-05
Moldova,MDA,Maiz,1681101.544,0.000440201,0.000261853,2214244.301,69732.06072,0.006312748,0.000198804
Moldova,MDA,Ocer,7936.50795,8.44641E-06,0.001064248,27340.25907,932.894845,0.009053982,0.000308937
Moldova,MDA,Pota,208303.7203,5.11143E-05,0.000245383,147611.4544,3484.332122,0.014669754,0.000346276
Moldova,MDA,Rice,243.4999938,1.60079E-07,0.000657408,693.489178,14.37429965,0.011136466,0.000230831
Moldova,MDA,Sorg,5217.550044,5.82699E-07,0.000111681,18004.44763,561.2609212,0.001038196,3.23642E-05
Moldova,MDA,Soyb,33973.53221,3.15701E-05,0.000929255,119723.9001,12387.89321,0.002548462,0.000263691
Moldova,MDA,Sugb,610739.9346,3.85631E-05,6.31416E-05,451143.2486,7971.328726,0.004837724,8.54786E-05
Moldova,MDA,Tnut,19987.46219,6.2457E-06,0.000312481,52412.87983,1323.442522,0.004719283,0.000119163
Moldova,MDA,Vege,301951.2569,0.000111409,0.000368963,87534.00444,4014.116139,0.027754251,0.001272749
Moldova,MDA,Whea,1291054.519,0.000290558,0.000225055,4227340.266,151614.5409,0.001916426,6.87331E-05
Moldova,MDA,Xfru,1543307.544,0.000335778,0.00021757,634952.4535,7656.365543,0.043856066,0.000528824
Moldova,MDA,Xmil,114.5830401,3.51593E-07,0.003068453,386.1747362,10.18601703,0.034517186,0.00091045
Moldova,MDA,Xoil,874328.4664,0.000207892,0.000237773,3750167.263,134701.0756,0.001543355,5.54353E-05
Moldova,MDA,Xpul,58623.35188,2.2156E-05,0.000377938,200357.0616,12998.50658,0.001704501,0.000110582
Madagascar,MDG,Bana,378792.4253,6.12217E-05,0.000161623,232669.5829,3089.43116,0.019816497,0.000263127
Madagascar,MDG,Cass,2662030.684,0.000254213,9.54959E-05,2773802.921,20728.48075,0.012263951,9.16478E-05
Madagascar,MDG,Cnut,71595.68501,1.91367E-05,0.000267289,121019.5885,1262.856732,0.015153526,0.000158129
Madagascar,MDG,Coco,8844.244182,5.39941E-06,0.0006105,38246.26628,490.6266498,0.011005125,0.000141175
Madagascar,MDG,Maiz,288335.8061,0.000170713,0.000592064,379778.317,11960.16386,0.014273482,0.000449507
Madagascar,MDG,Oilp,21083.37957,1.06814E-06,5.06628E-05,90430.76839,3248.153948,0.000328846,1.18117E-05
Madagascar,MDG,Orts,230185.031,2.31864E-05,0.000100729,204333.7037,3497.676166,0.00662908,0.000113473
Madagascar,MDG,Pota,248942.4877,2.89372E-05,0.00011624,176409.5362,4164.103768,0.0069492,0.000164034
Madagascar,MDG,Rice,3440681.479,0.003262044,0.000948081,9799077.747,203110.4224,0.016060444,0.000332893
Madagascar,MDG,Sorg,1374.151575,1.19986E-06,0.000873164,4741.850073,147.8198718,0.008117039,0.000253036
Madagascar,MDG,Soyb,51.33617207,3.14214E-08,0.000612071,180.9104423,18.71889604,0.001678591,0.000173685
Madagascar,MDG,Spis,39674.37746,0.000763337,0.019240045,135776.7329,4291.139382,0.177886738,0.005622
Madagascar,MDG,Sugc,3097303.224,0.000168173,5.42965E-05,976881.302,5317.30015,0.031627468,0.000172153
Madagascar,MDG,Swpo,1100155.326,9.04068E-05,8.21764E-05,1027217.06,11036.95423,0.008191277,8.80113E-05
Madagascar,MDG,Tnut,11273.20655,3.08867E-05,0.002739831,29561.5929,746.4399814,0.041378654,0.001044825
Madagascar,MDG,Vege,468967.0378,3.86889E-05,8.2498E-05,135950.9584,6234.410727,0.006205695,0.000284579
Madagascar,MDG,Whea,5390.7275,3.64563E-06,0.000676278,17651.02797,633.0582198,0.005758763,0.000206539
Madagascar,MDG,Xfru,914972.7739,0.000270039,0.000295133,376440.9822,4539.189902,0.059490558,0.000717347
Madagascar,MDG,Xoil,74732.64632,5.2024E-05,0.000696134,320543.0619,11513.48518,0.004518523,0.000162299
Madagascar,MDG,Xpul,134655.4247,7.67329E-05,0.000569846,460211.9181,29857.03423,0.00257001,0.000166734
Maldives,MDV,Bana,2873.400003,2.57099E-07,8.94754E-05,1764.958156,23.43545149,0.010970503,0.000145668
Maldives,MDV,Cnut,4195.599974,5.61439E-07,0.000133816,7091.904803,74.00504192,0.007586494,7.91662E-05
Maldives,MDV,Maiz,104.499999,1.88169E-08,0.000180066,137.6410176,4.334658012,0.004341024,0.00013671
Maldives,MDV,Orts,2398.699978,2.94158E-07,0.000122632,2129.309836,36.44839852,0.008070529,0.000138147
Maldives,MDV,Sorg,51.7000006,2.90628E-08,0.000562143,178.4036464,5.561458868,0.005225748,0.000162905
Maldives,MDV,Swpo,36.39999936,2.10046E-08,0.000577051,33.98674666,0.365171278,0.057519986,0.000618025
Maldives,MDV,Vege,2463.10004,9.89131E-07,0.00040158,714.0391202,32.74425722,0.030207779,0.001385262
Maldives,MDV,Xfru,3697.999982,9.07649E-07,0.000245443,1521.442807,18.34581821,0.049474422,0.000596571
Maldives,MDV,Xpul,78.30000085,6.46449E-08,0.000825605,267.6059554,17.36139343,0.003723484,0.000241567
Mexico,MEX,Bana,2286777.396,0.000277436,0.000121322,1404630.894,18650.95729,0.014875144,0.000197515
Mexico,MEX,Barl,838929.5305,0.000662539,0.000789744,2787250.649,90646.59923,0.007309037,0.000237704
Mexico,MEX,Cass,18955.69736,1.16681E-06,6.15547E-05,19751.60129,147.6026592,0.007905089,5.90743E-05
Mexico,MEX,Cnut,1143246.01,0.000137235,0.000120039,1932451.12,20165.40409,0.006805448,7.10158E-05
Mexico,MEX,Coco,28179.70316,5.00706E-05,0.001776834,121860.9989,1563.244192,0.032029959,0.000410883
Mexico,MEX,Maiz,24245583.64,0.008937759,0.000368635,31934802.26,1005706.357,0.008887047,0.000279875
Mexico,MEX,Ocer,82955.92361,0.000124792,0.001504317,285772.5913,9751.033323,0.012797821,0.000436683
Mexico,MEX,Oilp,861349.574,2.28394E-05,2.65159E-05,3694498.009,132701.4965,0.000172111,6.18202E-06
Mexico,MEX,Orts,235674.9646,8.30795E-06,3.52517E-05,209207.0808,3581.096056,0.002319947,3.97116E-05
Mexico,MEX,Pota,1663810.624,0.000216354,0.000130035,1179035.621,27830.8462,0.007773876,0.0001835
Mexico,MEX,Rice,266850.0062,0.000153958,0.000576944,759990.128,15752.69835,0.009773411,0.000202578
Mexico,MEX,Sorg,4528659.951,0.001674132,0.000369675,15627261.88,487155.8172,0.003436544,0.000107129
Mexico,MEX,Soyb,425057.0292,0.000178769,0.000420577,1497915.642,154990.098,0.001153423,0.000119345
Mexico,MEX,Spis,206550.6261,0.000557898,0.002701024,706873.5791,22340.30079,0.024972722,0.000789247
Mexico,MEX,Sugb,871.9258163,5.95993E-08,6.83537E-05,644.076837,11.38030594,0.005237059,9.25345E-05
Mexico,MEX,Sugc,56377630.3,0.002413006,4.28008E-05,17781356.52,96786.38491,0.024931251,0.000135704
Mexico,MEX,Swpo,74455.19672,4.778E-06,6.41728E-05,69518.95475,746.9477981,0.006396696,6.87294E-05
Mexico,MEX,Tnut,275935.2124,0.000901768,0.003268042,723581.5628,18270.67337,0.049356026,0.001246256
Mexico,MEX,Vege,14936487.78,0.002341239,0.000156746,4330005.448,198564.4877,0.011790824,0.000540701
Mexico,MEX,Whea,3626655.784,0.002381243,0.000656595,11874872.68,425895.0679,0.005591149,0.000200528
Mexico,MEX,Xfru,20352668.17,0.006330878,0.000311059,8373558.881,100969.8086,0.062700706,0.000756056
Mexico,MEX,Xoil,1350789.565,0.001706011,0.001262973,5793802.902,208105.7797,0.008197805,0.000294454
Mexico,MEX,Xpul,1257700.766,0.001170395,0.000930583,4298444.59,278868.9345,0.004196935,0.000272283
Marshall Islands,MHL,Cnut,31985.57996,4.5344E-06,0.000141764,54065.8522,564.184908,0.00803709,8.38682E-05
Macedonia,MKD,Barl,97995.9249,3.50561E-05,0.00035773,325580.6302,10588.49046,0.003310773,0.000107673
Macedonia,MKD,Maiz,127273.8176,3.45853E-05,0.000271739,167637.3008,5279.315581,0.00655109,0.00020631
Macedonia,MKD,Ocer,12431.18629,4.4618E-06,0.00035892,42823.8535,1461.220688,0.003053476,0.00010419
Macedonia,MKD,Pota,173366.7038,2.018E-05,0.000116401,122853.837,2899.934644,0.006958794,0.000164261
Macedonia,MKD,Rice,16068.82398,1.3418E-05,0.000835032,45764.0896,948.5753463,0.014145412,0.000293199
Macedonia,MKD,Sorg,30.3599996,2.41791E-08,0.000796414,104.7646919,3.265877892,0.007403566,0.000230795
Macedonia,MKD,Soyb,27.96852658,1.7975E-07,0.00642687,98.56205302,10.19826607,0.017625553,0.001823725
Macedonia,MKD,Spis,3820.547016,1.70496E-05,0.004462618,13074.97244,413.2263897,0.041259813,0.001303991
Macedonia,MKD,Sugb,7718.779774,6.92119E-07,8.96669E-05,5701.731924,100.7448956,0.006870017,0.000121388
Macedonia,MKD,Tnut,3272.18143,5.30488E-06,0.001621206,8580.601701,216.6630261,0.024484479,0.000618241
Macedonia,MKD,Vege,618668.3417,8.9899E-05,0.000145311,179348.5409,8224.528026,0.010930599,0.000501253
Macedonia,MKD,Whea,208609.5806,0.000128091,0.000614022,683056.8865,24497.99396,0.005228629,0.000187526
Macedonia,MKD,Xfru,380662.0419,7.22165E-05,0.000189713,156613.177,1888.468538,0.038240756,0.000461114
Macedonia,MKD,Xmil,64.6800009,2.07557E-08,0.000320898,217.9884759,5.749817688,0.003609799,9.52146E-05
Macedonia,MKD,Xoil,23322.59781,1.3393E-05,0.00057425,100035.2226,3593.133623,0.003727389,0.000133883
Macedonia,MKD,Xpul,21071.04343,9.73179E-06,0.000461856,72014.51659,4672.064765,0.002082974,0.000135136
Mali,MLI,Bana,123202.1424,3.94004E-05,0.000319803,75675.72417,1004.836719,0.03921071,0.000520647
Mali,MLI,Cass,100070.6765,2.32068E-06,2.31904E-05,104272.4024,779.2220819,0.002978197,2.22559E-05
Mali,MLI,Maiz,2864975.019,0.000427144,0.000149092,3773570.15,118839.1104,0.003594303,0.000113194
Mali,MLI,Ocer,48651.11321,4.13246E-05,0.000849407,167596.8886,5718.682952,0.00722624,0.000246571
Mali,MLI,Orts,129.7000027,2.4725E-08,0.000190632,115.13382,1.970799778,0.012545654,0.00021475
Mali,MLI,Plnt,427.2000084,5.16216E-08,0.000120837,329.0848827,3.411775602,0.015130412,0.000156864
Mali,MLI,Pota,300547.6011,3.46637E-05,0.000115335,212978.7623,5027.311366,0.00689508,0.000162757
Mali,MLI,Rice,4281626.381,0.005566217,0.001300024,12194092.96,252753.1095,0.022022349,0.000456468
Mali,MLI,Sorg,1442876.694,0.000786135,0.000544839,4979003.104,155212.7522,0.005064889,0.00015789
Mali,MLI,Soyb,8769.408061,2.36802E-06,0.000270032,30903.69669,3197.621311,0.000740557,7.66259E-05
Mali,MLI,Spis,4872.004835,1.3654E-05,0.002802546,16673.35297,526.9509733,0.025911364,0.000818913
Mali,MLI,Sugb,5303.824972,3.02405E-07,5.70163E-05,3917.845702,69.22509888,0.004368425,7.71865E-05
Mali,MLI,Sugc,371440.1784,6.20285E-05,0.000166995,117151.2567,637.6705068,0.097273539,0.000529473
Mali,MLI,Swpo,1114707.189,2.5465E-05,2.28446E-05,1040804.162,11182.94111,0.002277133,2.44667E-05
Mali,MLI,Tnut,9593.074654,1.84995E-05,0.001928419,25155.80338,635.1923414,0.029124199,0.000735396
Mali,MLI,Vege,456638.1432,5.17019E-05,0.000113223,132376.8798,6070.511375,0.00851689,0.000390566
Mali,MLI,Whea,96859.91323,0.000116253,0.001200222,317151.449,11374.71042,0.010220336,0.000366555
Mali,MLI,Xfru,854840.5445,6.24832E-05,7.30934E-05,351701.1909,4240.873257,0.014733574,0.00017766
Mali,MLI,Xmil,1846767.355,0.001035358,0.000560633,6224087.748,164170.9255,0.006306585,0.000166347
Mali,MLI,Xoil,1438043.949,0.000999526,0.000695059,6168054.167,221548.3929,0.004511547,0.000162049
Mali,MLI,Xpul,182754.9147,0.000176273,0.000964531,624601.5711,40522.09375,0.004350043,0.000282216
Mali,MLI,Yams,94132.26688,6.04933E-06,6.42641E-05,92543.20575,1425.3531,0.004244091,6.53676E-05
Malta,MLT,Barl,2159.048553,4.55975E-07,0.000211192,7173.200206,233.2858742,0.001954575,6.35664E-05
Malta,MLT,Pota,8899.264252,1.76013E-06,0.000197783,6306.336429,148.8595223,0.011824074,0.000279104
Malta,MLT,Vege,70647.2049,8.34925E-06,0.000118182,20480.23515,939.1783569,0.008889947,0.000407673
Malta,MLT,Whea,13435.23713,5.12934E-06,0.000381782,43991.41794,1577.762427,0.00325102,0.000116599
Malta,MLT,Xfru,15580.1667,5.29752E-06,0.000340017,6410.041287,77.2933768,0.068537812,0.000826441
Malta,MLT,Xoil,23.99999964,4.33809E-08,0.001807537,102.9407327,3.697495723,0.011732505,0.000421416
Malta,MLT,Xpul,1741.445723,5.73772E-07,0.00032948,5951.739994,386.1292978,0.001485958,9.6404E-05
Myanmar,MMR,Bana,2078.599963,1.92433E-07,9.2578E-05,1276.75992,16.95306207,0.011350908,0.00015072
Myanmar,MMR,Barl,25.90000079,1.16222E-08,0.000448735,86.04989021,2.798503219,0.004153015,0.000135064
Myanmar,MMR,Cass,396625.5355,2.76466E-05,6.97047E-05,413278.8834,3088.410974,0.008951738,6.68959E-05
Myanmar,MMR,Cnut,537418.8785,2.57858E-05,4.79808E-05,908409.6551,9479.384803,0.002720194,2.83856E-05
Myanmar,MMR,Maiz,1935151.606,0.000285864,0.000147722,2548863.529,80270.05255,0.00356128,0.000112154
Myanmar,MMR,Ocer,11391.79826,9.82161E-06,0.000862165,39243.29412,1339.046082,0.007334783,0.000250275
Myanmar,MMR,Orts,36.00000016,1.91496E-09,5.31934E-05,31.956958,0.547022289,0.003500703,5.99232E-05
Myanmar,MMR,Plnt,1060009.441,8.63738E-05,8.1484E-05,816556.8255,8465.623312,0.010202883,0.000105778
Myanmar,MMR,Pota,502701.9706,3.73331E-05,7.42649E-05,356232.5671,8408.782241,0.004439775,0.0001048
Myanmar,MMR,Rice,25153134.03,0.009942266,0.000395269,71636249.21,1484840.636,0.006695847,0.000138788
Myanmar,MMR,Sorg,209663.1942,0.000143063,0.000682347,723494.7375,22553.83399,0.00634318,0.000197739
Myanmar,MMR,Soyb,202536.3763,0.000106785,0.00052724,713745.1806,73851.5791,0.001445945,0.000149613
Myanmar,MMR,Spis,284571.7712,0.000184687,0.000648999,973883.5957,30778.98666,0.006000417,0.000189639
Myanmar,MMR,Sugc,10896213.16,0.0002353,2.15947E-05,3436637.012,18706.09097,0.012578805,6.84682E-05
Myanmar,MMR,Swpo,65992.37149,5.05879E-06,7.66572E-05,61617.19919,662.0472277,0.007641132,8.21003E-05
Myanmar,MMR,Tnut,268274.0271,0.00038967,0.001452508,703491.7296,17763.39845,0.021936695,0.000553909
Myanmar,MMR,Vege,4871329.043,0.000558994,0.000114752,1412171.429,64759.06319,0.008631911,0.00039584
Myanmar,MMR,Whea,122369.3917,0.000108034,0.000882849,400677.9336,14370.40719,0.007517792,0.000269627
Myanmar,MMR,Xfru,1427542.664,0.000248451,0.000174041,587324.1019,7082.054714,0.035081707,0.000423021
Myanmar,MMR,Xmil,222712.2343,0.000132097,0.000593129,750598.3279,19798.31055,0.006672135,0.000175989
Myanmar,MMR,Xoil,2975750.265,0.00212705,0.000714795,12763579.88,458451.0017,0.004639645,0.00016665
Myanmar,MMR,Xpul,6318595.224,0.002668079,0.000422258,21595066.33,1401016.813,0.001904388,0.00012355
Montenegro,MNE,Barl,3879.231554,7.18932E-07,0.000185328,12888.31811,419.1521876,0.001715205,5.57817E-05
Montenegro,MNE,Maiz,18821.32325,3.40001E-06,0.000180647,24790.29769,780.7081374,0.004355035,0.000137151
Montenegro,MNE,Ocer,2107.829054,4.32789E-07,0.000205325,7261.202631,247.7642398,0.001746779,5.9603E-05
Montenegro,MNE,Pota,247493.3298,8.00399E-06,3.23402E-05,175382.6112,4139.863455,0.001933395,4.56373E-05
Montenegro,MNE,Sugb,107.8000031,5.04501E-09,4.67997E-05,79.63003698,1.406997009,0.00358566,6.33557E-05
Montenegro,MNE,Tnut,717.6150753,3.6025E-07,0.000502011,1881.793313,47.5159025,0.007581679,0.00019144
Montenegro,MNE,Vege,116789.6474,4.14325E-06,3.54762E-05,33856.67481,1552.59234,0.0026686,0.000122376
Montenegro,MNE,Whea,8613.991138,2.42884E-06,0.000281965,28205.06111,1011.581071,0.002401034,8.61136E-05
Montenegro,MNE,Xfru,124231.3707,1.39026E-05,0.000111909,51111.66205,616.3131838,0.022557624,0.000272004
Montenegro,MNE,Xoil,1880.103744,1.6016E-06,0.000851867,8064.135829,289.6531524,0.005529366,0.000198608
Montenegro,MNE,Xpul,4552.919883,1.29602E-06,0.000284657,15560.51676,1009.515102,0.001283806,8.32891E-05
Mongolia,MNG,Barl,1381.86482,2.28889E-06,0.001656381,4591.093143,149.3109277,0.015329716,0.000498551
Mongolia,MNG,Maiz,33.5,4.80569E-08,0.001434534,44.12415438,1.389579375,0.034583761,0.001089129
Mongolia,MNG,Ocer,4114.262891,2.32214E-06,0.000564413,14173.11165,483.6100041,0.004801684,0.000163841
Mongolia,MNG,Orts,27.89999962,6.45005E-10,2.31185E-05,24.76664199,0.423942266,0.001521445,2.60433E-05
Mongolia,MNG,Pota,129594.9479,1.95311E-05,0.000150708,91835.60777,2167.756962,0.009009799,0.000212674
Mongolia,MNG,Sugb,43.40000033,4.20832E-09,9.6966E-05,32.0588454,0.566453329,0.00742925,0.000131269
Mongolia,MNG,Swpo,1993.299942,5.57398E-08,2.79636E-05,1861.147839,19.99714014,0.00278739,2.99492E-05
Mongolia,MNG,Tnut,5067.04965,4.37838E-06,0.00086409,13287.26288,335.5077749,0.013050024,0.000329517
Mongolia,MNG,Vege,81647.05656,5.03348E-05,0.000616493,23669.0315,1085.409515,0.046374021,0.00212661
Mongolia,MNG,Whea,261871.9305,0.000344156,0.001314216,857455.468,30752.8396,0.011191045,0.000401369
Mongolia,MNG,Xfru,2376.990161,6.24861E-06,0.002628789,977.9487833,11.79227409,0.529889875,0.006389503
Mongolia,MNG,Xmil,14.29999993,7.27463E-09,0.000508715,48.19473016,1.271218172,0.005722564,0.000150942
Mongolia,MNG,Xoil,26428.13405,6.23828E-06,0.000236047,113355.4802,4071.579753,0.001532153,5.50329E-05
Mongolia,MNG,Xpul,1423.506571,9.78101E-07,0.000687107,4865.11918,315.6329165,0.003098857,0.000201044
Mozambique,MOZ,Bana,534058.8673,6.16511E-05,0.000115439,328040.4929,4355.784319,0.014153853,0.000187938
Mozambique,MOZ,Cass,7599945.18,0.000753024,9.90828E-05,7919048.514,59178.62565,0.012724592,9.50902E-05
Mozambique,MOZ,Cnut,231379.0995,4.39589E-05,0.000189986,391104.6232,4081.232735,0.010770984,0.000112397
Mozambique,MOZ,Maiz,1283007.009,0.000990485,0.000772003,1689898.487,53219.1068,0.018611463,0.000586121
Mozambique,MOZ,Orts,10052.20598,7.46045E-07,7.4217E-05,8923.275634,152.7439083,0.004884284,8.36066E-05
Mozambique,MOZ,Pota,258095.332,1.45059E-05,5.62036E-05,182895.5685,4317.204967,0.003360015,7.93123E-05
Mozambique,MOZ,Rice,100969.9614,0.000168669,0.00167049,287562.9459,5960.462086,0.028298023,0.000586547
Mozambique,MOZ,Sorg,101343.7353,0.000361417,0.003566247,349711.6384,10901.72164,0.033152264,0.001033471
Mozambique,MOZ,Soyb,122.1000031,4.99884E-08,0.000409405,430.2846252,44.52177037,0.001122784,0.000116175
Mozambique,MOZ,Sugc,2957585.654,0.000174334,5.89448E-05,932814.7473,5077.439793,0.034335108,0.000186891
Mozambique,MOZ,Swpo,1045200.082,5.91706E-05,5.66118E-05,975905.2474,10485.63343,0.005643021,6.06316E-05
Mozambique,MOZ,Tnut,130789.6746,0.000214414,0.001639378,342968.1783,8660.059742,0.024758924,0.000625171
Mozambique,MOZ,Vege,719674.8711,0.000114446,0.000159024,208629.7768,9567.300842,0.011962163,0.000548558
Mozambique,MOZ,Whea,15773.75344,1.15129E-05,0.000729875,51648.49516,1852.38528,0.006215155,0.000222908
Mozambique,MOZ,Xfru,362463.6399,6.15576E-05,0.000169831,149125.9331,1798.186068,0.034233145,0.000412789
Mozambique,MOZ,Xmil,20543.0621,6.33134E-05,0.003081985,69235.47827,1826.203775,0.034669416,0.000914465
Mozambique,MOZ,Xoil,360373.9992,0.000614292,0.001704595,1545715.17,55520.05586,0.011064324,0.000397416
Mozambique,MOZ,Xpul,414253.4729,0.000709226,0.001712059,1415794.319,91852.07466,0.007721397,0.000500939
Mauritania,MRT,Barl,1413.063848,4.44177E-07,0.000314336,4694.748467,152.6819926,0.002909164,9.46114E-05
Mauritania,MRT,Maiz,10263.22855,1.3262E-05,0.00129219,13518.09794,425.7185287,0.031152144,0.000981058
Mauritania,MRT,Ocer,152.6000023,1.03787E-07,0.000680124,525.6875722,17.93732916,0.005786086,0.000197431
Mauritania,MRT,Pota,2598.268639,3.33649E-07,0.000128412,1841.225938,43.46168598,0.007676849,0.00018121
Mauritania,MRT,Rice,225274.3213,0.000182319,0.000809321,641582.3733,13298.40115,0.013709865,0.000284171
